node_id,values,exprs,parent_values,parent_exprs,parent_id,depth
2037,"(7.666666666666667,)","('((4/6)+(6+1))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2038,"(-6.333333333333333,)","('((4/6)-(6+1))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2039,"(6.333333333333333,)","('((6+1)-(4/6))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2040,"(4.666666666666666,)","('((4/6)*(6+1))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2041,"(0.09523809523809523,)","('((4/6)/(6+1))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2042,"(10.5,)","('((6+1)/(4/6))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2043,"(7.666666666666667,)","('((6+1)+(4/6))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2044,"(4.666666666666666,)","('((6+1)*(4/6))',)","(0.6666666666666666, 7)","('(4/6)', '(6+1)')",209.0,3
2045,"(6.666666666666667,)","('((4/6)+(6*1))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2046,"(-5.333333333333333,)","('((4/6)-(6*1))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2047,"(5.333333333333333,)","('((6*1)-(4/6))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2048,"(4.0,)","('((4/6)*(6*1))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2049,"(0.1111111111111111,)","('((4/6)/(6*1))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2050,"(9.0,)","('((6*1)/(4/6))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2051,"(6.666666666666667,)","('((6*1)+(4/6))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2052,"(4.0,)","('((6*1)*(4/6))',)","(0.6666666666666666, 6)","('(4/6)', '(6*1)')",210.0,3
2053,"(7.666666666666667,)","('(1+(6+(4/6)))',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2054,"(-5.666666666666667,)","('(1-(6+(4/6)))',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2055,"(5.666666666666667,)","('((6+(4/6))-1)',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2056,"(6.666666666666667,)","('(1*(6+(4/6)))',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2057,"(0.15,)","('(1/(6+(4/6)))',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2058,"(6.666666666666667,)","('((6+(4/6))/1)',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2059,"(7.666666666666667,)","('((6+(4/6))+1)',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2060,"(6.666666666666667,)","('((6+(4/6))*1)',)","(1, 6.666666666666667)","('1', '(6+(4/6))')",211.0,3
2061,"(6.333333333333333,)","('(1+(6-(4/6)))',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2062,"(-4.333333333333333,)","('(1-(6-(4/6)))',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2063,"(4.333333333333333,)","('((6-(4/6))-1)',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2064,"(5.333333333333333,)","('(1*(6-(4/6)))',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2065,"(0.1875,)","('(1/(6-(4/6)))',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2066,"(5.333333333333333,)","('((6-(4/6))/1)',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2067,"(6.333333333333333,)","('((6-(4/6))+1)',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2068,"(5.333333333333333,)","('((6-(4/6))*1)',)","(1, 5.333333333333333)","('1', '(6-(4/6))')",212.0,3
2069,"(-4.333333333333333,)","('(1+((4/6)-6))',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2070,"(6.333333333333333,)","('(1-((4/6)-6))',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2071,"(-6.333333333333333,)","('(((4/6)-6)-1)',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2072,"(-5.333333333333333,)","('(1*((4/6)-6))',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2073,"(-0.1875,)","('(1/((4/6)-6))',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2074,"(-5.333333333333333,)","('(((4/6)-6)/1)',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2075,"(-4.333333333333333,)","('(((4/6)-6)+1)',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2076,"(-5.333333333333333,)","('(((4/6)-6)*1)',)","(1, -5.333333333333333)","('1', '((4/6)-6)')",213.0,3
2077,"(5.0,)","('(1+(6*(4/6)))',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2078,"(-3.0,)","('(1-(6*(4/6)))',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2079,"(3.0,)","('((6*(4/6))-1)',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2080,"(4.0,)","('(1*(6*(4/6)))',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2081,"(0.25,)","('(1/(6*(4/6)))',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2082,"(4.0,)","('((6*(4/6))/1)',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2083,"(5.0,)","('((6*(4/6))+1)',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2084,"(4.0,)","('((6*(4/6))*1)',)","(1, 4.0)","('1', '(6*(4/6))')",214.0,3
2085,"(10.0,)","('(1+(6/(4/6)))',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2086,"(-8.0,)","('(1-(6/(4/6)))',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2087,"(8.0,)","('((6/(4/6))-1)',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2088,"(9.0,)","('(1*(6/(4/6)))',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2089,"(0.1111111111111111,)","('(1/(6/(4/6)))',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2090,"(9.0,)","('((6/(4/6))/1)',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2091,"(10.0,)","('((6/(4/6))+1)',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2092,"(9.0,)","('((6/(4/6))*1)',)","(1, 9.0)","('1', '(6/(4/6))')",215.0,3
2093,"(1.1111111111111112,)","('(1+((4/6)/6))',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2094,"(0.8888888888888888,)","('(1-((4/6)/6))',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2095,"(-0.8888888888888888,)","('(((4/6)/6)-1)',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2096,"(0.1111111111111111,)","('(1*((4/6)/6))',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2097,"(9.0,)","('(1/((4/6)/6))',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2098,"(0.1111111111111111,)","('(((4/6)/6)/1)',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2099,"(1.1111111111111112,)","('(((4/6)/6)+1)',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2100,"(0.1111111111111111,)","('(((4/6)/6)*1)',)","(1, 0.1111111111111111)","('1', '((4/6)/6)')",216.0,3
2101,"(7.666666666666666,)","('(6+((4/6)+1))',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2102,"(4.333333333333334,)","('(6-((4/6)+1))',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2103,"(-4.333333333333334,)","('(((4/6)+1)-6)',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2104,"(10.0,)","('(6*((4/6)+1))',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2105,"(3.6000000000000005,)","('(6/((4/6)+1))',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2106,"(0.27777777777777773,)","('(((4/6)+1)/6)',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2107,"(7.666666666666666,)","('(((4/6)+1)+6)',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2108,"(10.0,)","('(((4/6)+1)*6)',)","(6, 1.6666666666666665)","('6', '((4/6)+1)')",217.0,3
2109,"(6.666666666666667,)","('(6+((4/6)*1))',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2110,"(5.333333333333333,)","('(6-((4/6)*1))',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2111,"(-5.333333333333333,)","('(((4/6)*1)-6)',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2112,"(4.0,)","('(6*((4/6)*1))',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2113,"(9.0,)","('(6/((4/6)*1))',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2114,"(0.1111111111111111,)","('(((4/6)*1)/6)',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2115,"(6.666666666666667,)","('(((4/6)*1)+6)',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2116,"(4.0,)","('(((4/6)*1)*6)',)","(6, 0.6666666666666666)","('6', '((4/6)*1)')",218.0,3
2117,"(7.666666666666667,)","('(1+((4/6)+6))',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2118,"(-5.666666666666667,)","('(1-((4/6)+6))',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2119,"(5.666666666666667,)","('(((4/6)+6)-1)',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2120,"(6.666666666666667,)","('(1*((4/6)+6))',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2121,"(0.15,)","('(1/((4/6)+6))',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2122,"(6.666666666666667,)","('(((4/6)+6)/1)',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2123,"(7.666666666666667,)","('(((4/6)+6)+1)',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2124,"(6.666666666666667,)","('(((4/6)+6)*1)',)","(1, 6.666666666666667)","('1', '((4/6)+6)')",219.0,3
2125,"(5.0,)","('(1+((4/6)*6))',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2126,"(-3.0,)","('(1-((4/6)*6))',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2127,"(3.0,)","('(((4/6)*6)-1)',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2128,"(4.0,)","('(1*((4/6)*6))',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2129,"(0.25,)","('(1/((4/6)*6))',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2130,"(4.0,)","('(((4/6)*6)/1)',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2131,"(5.0,)","('(((4/6)*6)+1)',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2132,"(4.0,)","('(((4/6)*6)*1)',)","(1, 4.0)","('1', '((4/6)*6)')",220.0,3
2133,"(8.5,)","('((6/4)+(1+6))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2134,"(-5.5,)","('((6/4)-(1+6))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2135,"(5.5,)","('((1+6)-(6/4))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2136,"(10.5,)","('((6/4)*(1+6))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2137,"(0.21428571428571427,)","('((6/4)/(1+6))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2138,"(4.666666666666667,)","('((1+6)/(6/4))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2139,"(8.5,)","('((1+6)+(6/4))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2140,"(10.5,)","('((1+6)*(6/4))',)","(1.5, 7)","('(6/4)', '(1+6)')",221.0,3
2141,"(-3.5,)","('((6/4)+(1-6))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2142,"(6.5,)","('((6/4)-(1-6))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2143,"(-6.5,)","('((1-6)-(6/4))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2144,"(-7.5,)","('((6/4)*(1-6))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2145,"(-0.3,)","('((6/4)/(1-6))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2146,"(-3.3333333333333335,)","('((1-6)/(6/4))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2147,"(-3.5,)","('((1-6)+(6/4))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2148,"(-7.5,)","('((1-6)*(6/4))',)","(1.5, -5)","('(6/4)', '(1-6)')",222.0,3
2149,"(6.5,)","('((6/4)+(6-1))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2150,"(-3.5,)","('((6/4)-(6-1))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2151,"(3.5,)","('((6-1)-(6/4))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2152,"(7.5,)","('((6/4)*(6-1))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2153,"(0.3,)","('((6/4)/(6-1))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2154,"(3.3333333333333335,)","('((6-1)/(6/4))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2155,"(6.5,)","('((6-1)+(6/4))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2156,"(7.5,)","('((6-1)*(6/4))',)","(1.5, 5)","('(6/4)', '(6-1)')",223.0,3
2157,"(7.5,)","('((6/4)+(1*6))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2158,"(-4.5,)","('((6/4)-(1*6))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2159,"(4.5,)","('((1*6)-(6/4))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2160,"(9.0,)","('((6/4)*(1*6))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2161,"(0.25,)","('((6/4)/(1*6))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2162,"(4.0,)","('((1*6)/(6/4))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2163,"(7.5,)","('((1*6)+(6/4))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2164,"(9.0,)","('((1*6)*(6/4))',)","(1.5, 6)","('(6/4)', '(1*6)')",224.0,3
2165,"(1.6666666666666667,)","('((6/4)+(1/6))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2166,"(1.3333333333333333,)","('((6/4)-(1/6))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2167,"(-1.3333333333333333,)","('((1/6)-(6/4))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2168,"(0.25,)","('((6/4)*(1/6))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2169,"(9.0,)","('((6/4)/(1/6))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2170,"(0.1111111111111111,)","('((1/6)/(6/4))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2171,"(1.6666666666666667,)","('((1/6)+(6/4))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2172,"(0.25,)","('((1/6)*(6/4))',)","(1.5, 0.16666666666666666)","('(6/4)', '(1/6)')",225.0,3
2173,"(7.5,)","('((6/4)+(6/1))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2174,"(-4.5,)","('((6/4)-(6/1))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2175,"(4.5,)","('((6/1)-(6/4))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2176,"(9.0,)","('((6/4)*(6/1))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2177,"(0.25,)","('((6/4)/(6/1))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2178,"(4.0,)","('((6/1)/(6/4))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2179,"(7.5,)","('((6/1)+(6/4))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2180,"(9.0,)","('((6/1)*(6/4))',)","(1.5, 6.0)","('(6/4)', '(6/1)')",226.0,3
2181,"(8.5,)","('(6+(1+(6/4)))',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2182,"(3.5,)","('(6-(1+(6/4)))',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2183,"(-3.5,)","('((1+(6/4))-6)',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2184,"(15.0,)","('(6*(1+(6/4)))',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2185,"(2.4,)","('(6/(1+(6/4)))',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2186,"(0.4166666666666667,)","('((1+(6/4))/6)',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2187,"(8.5,)","('((1+(6/4))+6)',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2188,"(15.0,)","('((1+(6/4))*6)',)","(6, 2.5)","('6', '(1+(6/4))')",227.0,3
2189,"(5.5,)","('(6+(1-(6/4)))',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2190,"(6.5,)","('(6-(1-(6/4)))',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2191,"(-6.5,)","('((1-(6/4))-6)',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2192,"(-3.0,)","('(6*(1-(6/4)))',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2193,"(-12.0,)","('(6/(1-(6/4)))',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2194,"(-0.08333333333333333,)","('((1-(6/4))/6)',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2195,"(5.5,)","('((1-(6/4))+6)',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2196,"(-3.0,)","('((1-(6/4))*6)',)","(6, -0.5)","('6', '(1-(6/4))')",228.0,3
2197,"(6.5,)","('(6+((6/4)-1))',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2198,"(5.5,)","('(6-((6/4)-1))',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2199,"(-5.5,)","('(((6/4)-1)-6)',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2200,"(3.0,)","('(6*((6/4)-1))',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2201,"(12.0,)","('(6/((6/4)-1))',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2202,"(0.08333333333333333,)","('(((6/4)-1)/6)',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2203,"(6.5,)","('(((6/4)-1)+6)',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2204,"(3.0,)","('(((6/4)-1)*6)',)","(6, 0.5)","('6', '((6/4)-1)')",229.0,3
2205,"(7.5,)","('(6+(1*(6/4)))',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2206,"(4.5,)","('(6-(1*(6/4)))',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2207,"(-4.5,)","('((1*(6/4))-6)',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2208,"(9.0,)","('(6*(1*(6/4)))',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2209,"(4.0,)","('(6/(1*(6/4)))',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2210,"(0.25,)","('((1*(6/4))/6)',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2211,"(7.5,)","('((1*(6/4))+6)',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2212,"(9.0,)","('((1*(6/4))*6)',)","(6, 1.5)","('6', '(1*(6/4))')",230.0,3
2213,"(6.666666666666667,)","('(6+(1/(6/4)))',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2214,"(5.333333333333333,)","('(6-(1/(6/4)))',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2215,"(-5.333333333333333,)","('((1/(6/4))-6)',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2216,"(4.0,)","('(6*(1/(6/4)))',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2217,"(9.0,)","('(6/(1/(6/4)))',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2218,"(0.1111111111111111,)","('((1/(6/4))/6)',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2219,"(6.666666666666667,)","('((1/(6/4))+6)',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2220,"(4.0,)","('((1/(6/4))*6)',)","(6, 0.6666666666666666)","('6', '(1/(6/4))')",231.0,3
2221,"(7.5,)","('(6+((6/4)/1))',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2222,"(4.5,)","('(6-((6/4)/1))',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2223,"(-4.5,)","('(((6/4)/1)-6)',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2224,"(9.0,)","('(6*((6/4)/1))',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2225,"(4.0,)","('(6/((6/4)/1))',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2226,"(0.25,)","('(((6/4)/1)/6)',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2227,"(7.5,)","('(((6/4)/1)+6)',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2228,"(9.0,)","('(((6/4)/1)*6)',)","(6, 1.5)","('6', '((6/4)/1)')",232.0,3
2229,"(8.5,)","('((6/4)+(6+1))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2230,"(-5.5,)","('((6/4)-(6+1))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2231,"(5.5,)","('((6+1)-(6/4))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2232,"(10.5,)","('((6/4)*(6+1))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2233,"(0.21428571428571427,)","('((6/4)/(6+1))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2234,"(4.666666666666667,)","('((6+1)/(6/4))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2235,"(8.5,)","('((6+1)+(6/4))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2236,"(10.5,)","('((6+1)*(6/4))',)","(1.5, 7)","('(6/4)', '(6+1)')",233.0,3
2237,"(7.5,)","('((6/4)+(6*1))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2238,"(-4.5,)","('((6/4)-(6*1))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2239,"(4.5,)","('((6*1)-(6/4))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2240,"(9.0,)","('((6/4)*(6*1))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2241,"(0.25,)","('((6/4)/(6*1))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2242,"(4.0,)","('((6*1)/(6/4))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2243,"(7.5,)","('((6*1)+(6/4))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2244,"(9.0,)","('((6*1)*(6/4))',)","(1.5, 6)","('(6/4)', '(6*1)')",234.0,3
2245,"(8.5,)","('(1+(6+(6/4)))',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2246,"(-6.5,)","('(1-(6+(6/4)))',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2247,"(6.5,)","('((6+(6/4))-1)',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2248,"(7.5,)","('(1*(6+(6/4)))',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2249,"(0.13333333333333333,)","('(1/(6+(6/4)))',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2250,"(7.5,)","('((6+(6/4))/1)',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2251,"(8.5,)","('((6+(6/4))+1)',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2252,"(7.5,)","('((6+(6/4))*1)',)","(1, 7.5)","('1', '(6+(6/4))')",235.0,3
2253,"(5.5,)","('(1+(6-(6/4)))',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2254,"(-3.5,)","('(1-(6-(6/4)))',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2255,"(3.5,)","('((6-(6/4))-1)',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2256,"(4.5,)","('(1*(6-(6/4)))',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2257,"(0.2222222222222222,)","('(1/(6-(6/4)))',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2258,"(4.5,)","('((6-(6/4))/1)',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2259,"(5.5,)","('((6-(6/4))+1)',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2260,"(4.5,)","('((6-(6/4))*1)',)","(1, 4.5)","('1', '(6-(6/4))')",236.0,3
2261,"(-3.5,)","('(1+((6/4)-6))',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2262,"(5.5,)","('(1-((6/4)-6))',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2263,"(-5.5,)","('(((6/4)-6)-1)',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2264,"(-4.5,)","('(1*((6/4)-6))',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2265,"(-0.2222222222222222,)","('(1/((6/4)-6))',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2266,"(-4.5,)","('(((6/4)-6)/1)',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2267,"(-3.5,)","('(((6/4)-6)+1)',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2268,"(-4.5,)","('(((6/4)-6)*1)',)","(1, -4.5)","('1', '((6/4)-6)')",237.0,3
2269,"(10.0,)","('(1+(6*(6/4)))',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2270,"(-8.0,)","('(1-(6*(6/4)))',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
2271,"(8.0,)","('((6*(6/4))-1)',)","(1, 9.0)","('1', '(6*(6/4))')",238.0,3
